0023 311	69	14
0023 312	540	87
0023 313	2	2
0023 408	172	4
0023 T01	112	5
0023 T02	85	67
0023 T03	421	36
0023 T04	218	144
0023 T05	86	54
0023 T06	367	31
0023 T07	219	145
0023 T09	220	146
0023 T11	247	165
0023 T12	6	1
0026 003A	63	35
0026 003B	72	41
0026 003C	64	36
0026 004B	41	22
0026 005B	74	45
0026 006A	72	43
0026 013	42	6
0026 014	45	8
0026 022	18	4
0026 026	84	25
0026 052	37	29
0026 052A	118	68
0026 052B	73	44
0026 061	65	11
0026 062	70	13
0026 063	78	14
0028 011	15	2
0028 012	4	2
0028 022	66	37
0028 024	58	31
0028 025	59	32
0028 026	55	12
0028 027	39	13
0028 037	69	17
0028 041	83	24
0028 042	87	28
0028 046	65	15
0028 055	61	13
0028 057	38	20
0028 061	78	20
0028 062	85	26
0028 063	75	19
0028 066	51	14
0028 067	37	12
0028 068	11	7
0028 073	82	23
0028 074	10	1
0028 076	8	5
0028 078	76	14
0028 079	14	9
0028 081	81	22
0028 085	33	17
0028 088	2	1
0028 092	88	29
0028 095	73	42
0028 096	77	15
0028 097	60	33
0028 107	68	16
0028 116	30	16
0028 142	12	8
0028 143	86	27
0029 113	15	11
0029 124	56	5
0029 221	35	27
0029 322	53	39
0029 324	44	1
0029 325	52	38
0030 111	536	37
0030 112	375	32
0030 121	537	38
0030 122	427	38
0030 211	658	76
0030 212	670	80
0030 221	685	89
0030 222	684	88
0030 231	530	356
0030 232	340	233
0030 233	328	223
0030 234	571	39
0030 235	338	231
0030 236	339	232
0030 311	654	73
0030 312	655	74
0030 321	676	82
0030 322	677	83
0030 401	123	78
0030 402	704	101
0030 403	10	6
0030 404	221	42
0030 412	698	97
0030 413	40	21
0030 414	620	67
0030 421	268	1
0030 422	689	92
0030 431	293	197
0030 432	283	189
0030 433	291	195
0030 434	541	360
0030 435	544	363
0030 436	525	354
0030 437	120	76
0030 438	275	182
0030 439	292	196
0030 511	116	25
0030 521	119	26
0030 522	675	109
0030 601	414	21
0030 611	610	66
0030 612	641	106
0030 613	612	96
0030 621	680	86
0030 622	440	71
0030 623	495	79
0030 631	570	56
0030 632	342	235
0030 633	728	422
0030 634	502	340
0040 112	11	10
0040 113	5	5
0040 114	54	6
0040 115	35	30
0040 116	36	31
0040 121	34	5
0040 122	62	48
0040 124	59	9
0040 125	60	46
0040 131	126	27
0040 132	53	44
0040 133	61	47
0040 134	77	11
0040 135	63	49
0040 141	119	24
0040 142	120	25
0040 143	561	373
0040 144	203	134
0040 211	39	10
0040 212	102	74
0040 213	127	28
0040 214	88	69
0040 221	9	3
0040 222	423	294
0040 223	129	83
0040 224	128	82
0040 225	265	177
0040 230	649	417
0040 232	600	396
0040 241	200	131
0040 242	693	111
0040 243	201	132
0040 311	193	127
0040 312	191	125
0040 313	92	18
0040 314	697	96
0040 315	470	321
0040 316	416	291
0040 321	132	86
0040 322	27	7
0040 323	699	98
0040 324	228	150
0040 325	229	151
0040 332	90	58
0040 333	692	94
0040 334	190	124
0040 335	634	409
0040 342	122	27
0040 343	192	126
0040 344	152	100
0040 345	710	67
0040 346	639	413
0040 411	178	116
0040 412	174	112
0040 413	176	114
0040 414	177	115
0040 421	217	143
0040 422	215	141
0040 423	216	142
0040 424	232	154
0040 427	206	137
0040 428	214	41
0040 429	234	156
0040 431	233	155
0040 432	566	377
0040 433	204	135
0040 435	222	43
0040 436	100	66
0040 437	604	399
0040 438	227	45
0040 439	235	157
0040 440	638	412
0040 441	637	411
0040 441A	636	410
0040 442	556	89
0040 443	682	110
0040 511	37	5
0040 601	364	251
0040 602	665	53
0040 603	125	80
0040 611	96	19
0040 612	99	65
0040 613	95	62
0040 614	701	99
0040 615	97	63
0040 616	94	61
0040 617	98	64
0040 621	32	9
0040 623	33	17
0040 624	131	85
0040 625	74	47
0040 626	619	403
0040 630	590	389
0040 631	648	416
0040 631A	647	415
0040 632	130	84
0040 633	75	48
0040 634	73	46
0040 641	671	57
0040 643	507	343
0040 701	369	255
0040 702	371	257
0040 703	370	256
0040 704	709	114
0040 705	372	258
0040 711	310	206
0040 712	312	208
0040 713	311	207
0040 714	211	140
0040 715	313	209
0040 716	480	329
0040 717	317	213
0040 718	702	100
0040 719	314	210
0040 721	67	42
0040 722	365	252
0040 724	563	374
0040 725	555	370
0040 727	135	87
0040 728	635	69
0040 731	315	211
0040 732	316	212
0040 733	482	330
0040 734	706	113
0040 735	727	421
0040 741	366	253
0040 742	471	322
0040 743	557	371
0042 101	197	39
0042 102	198	130
0042 111	583	59
0042 114	581	58
0042 121	161	9
0042 122	448	304
0042 123	224	148
0042 124	606	64
0042 131	679	85
0042 132	447	303
0042 133	607	43
0042 201	145	95
0042 202	143	31
0042 203	144	8
0042 204	141	93
0042 205	142	94
0042 211	708	103
0042 213	449	305
0042 215	450	306
0042 221	646	71
0042 222	160	11
0042 301	397	279
0042 302	398	280
0042 303	401	283
0042 304	661	77
0042 306	400	282
0042 307	399	281
0042 308	478	327
0042 311	672	81
0042 312	417	35
0042 313	205	136
0042 314	149	97
0042 315	147	33
0042 316	13	4
0042 317	26	6
0042 318	25	16
0042 321	14	5
0042 322	605	63
0042 323	223	147
0042 324	148	96
0042 325	146	32
0042 326	713	104
0042 327	602	398
0042 328	527	355
0042 329	601	397
0042 329A	582	385
0042 331	446	27
0042 332	195	129
0042 333	194	128
0042 334	151	99
0042 335	150	98
0042 341	412	20
0043 101	31	27
0043 102	30	26
0043 103	27	24
0043 111	122	12
0043 112	121	11
0043 113	115	8
0043 114	643	46
0043 115	64	50
0043 116	76	61
0043 121	171	37
0043 122	632	68
0043 123	458	28
0043 124	742	85
0043 125	5	4
0043 131	559	372
0043 132	382	266
0043 133	489	31
0043 134	528	47
0043 136	379	263
0043 137	496	337
0043 141	429	24
0043 151	360	30
0043 201	373	259
0043 202	362	249
0043 203	320	216
0043 204	296	200
0043 205	336	229
0043 206	351	242
0043 207	347	239
0043 211	361	248
0043 212	718	107
0043 214	358	246
0043 215	106	22
0043 216	102	21
0043 217	101	20
0043 218	403	284
0043 220	356	244
0043 221	479	328
0043 222	652	418
0043 222A	508	344
0043 223	565	376
0043 224	359	247
0043 225	58	12
0043 226	404	33
0043 227	621	404
0043 228	631	408
0043 229	357	245
0043 230	378	262
0043 231	380	264
0043 232	415	34
0043 233	318	214
0043 234	560	53
0043 235	381	265
0043 236	346	238
0043 301	281	187
0043 302	729	111
0043 311	580	57
0043 312	341	234
0043 313	248	166
0043 314	509	44
0043 321	474	42
0043 323	579	384
0043 324	355	29
0043 331	593	42
0043 332	595	391
0043 333	594	62
0047 101	586	60
0047 102	587	93
0047 103	460	313
0047 104	683	87
0047 105	469	320
0047 111	85	53
0047 112	83	17
0047 113	84	52
0047 114	396	278
0047 115	57	11
0047 116	56	35
0047 117	492	78
0047 118	666	79
0047 119	603	94
0047 121	59	36
0047 122	644	47
0047 123	740	83
0047 124	622	100
0047 125	650	48
0047 126	463	315
0047 131	472	29
0047 132	121	77
0047 133	690	93
0047 141	730	75
0047 201	457	311
0047 202	226	44
0047 203	653	108
0047 212	722	108
0047 213	436	297
0047 214	435	296
0047 215	517	80
0047 221	633	105
0047 222	660	419
0047 222A	640	414
0047 223	363	250
0047 223A	510	345
0047 224	432	295
0047 225	439	298
0047 226	441	299
0047 232	493	335
0047 233	406	286
0047 234	407	287
0047 235	405	285
0047 301	433	26
0047 311	236	46
0047 312	133	29
0047 313	134	30
0047 314	257	171
0047 321	442	300
0047 322	76	15
0047 323	723	420
0047 324	438	70
0047 331	659	50
0047 332	535	358
0047 333	109	70
0047 335	453	308
0047 401	514	348
0047 402	309	205
0047 403	696	95
0047 404	93	60
0047 405	300	203
0047 411	30	2
0047 413	254	18
0047 421	31	8
0047 431	108	23
0047 441	182	38
0047 511	725	109
0047 512	419	65
0047 513	115	24
0047 521	726	110
0047 522	424	66
0047 523	157	34
0047 531	513	2
0047 532	504	342
0047 533	490	334
0047 612	526	83
0047 614	491	77
0047 615	322	218
0047 616	686	90
0047 617	737	112
0047 621	437	69
0047 622	252	169
0047 623	255	48
0047 624	253	170
0047 625	715	105
0047 626	246	164
0047 627	303	54
0047 631	678	84
0047 632	739	82
0047 633	301	53
0049 101	465	317
0049 102	323	219
0049 103	724	115
0049 104	466	318
0049 111	410	290
0049 112	321	217
0049 113	705	102
0049 114	409	289
0049 121	645	107
0049 201	110	23
0049 211	104	75
0049 212	84	66
0049 213	114	7
0049 214	118	10
0049 221	48	40
0049 222	47	39
0049 223	116	8
0049 224	24	22
0049 225	23	21
0049 231	38	1
0049 232	127	10
0049 241	87	12
0049 242	98	17
0049 301	51	43
0049 302	33	29
0049 303	28	25
0049 304	45	37
0049 311	688	91
0049 312	332	226
0049 313	331	225
0049 315	333	227
0049 321	123	13
0049 322	50	42
0049 323	49	41
0049 324	57	45
0049 325	108	77
0049 331	459	312
0049 332	519	351
0049 401	209	139
0049 402	208	138
0049 411	334	228
0049 412	461	314
0049 413	298	202
0049 421	462	74
0049 422	520	352
0049 423	518	81
0049 431	623	101
0049 432	738	116
0053 111	79	63
0053 112	68	53
0053 113	78	62
0053 121	81	65
0053 123	125	9
0053 124	269	179
0053 125	156	103
0053 126	91	71
0053 131	66	52
0053 132	67	10
0053 133	107	76
0053 134	74	59
0053 135	93	73
0053 136	92	72
0053 141	307	56
0053 142	266	178
0053 143	185	121
0053 211	80	64
0053 212	65	51
0053 213	124	26
0053 214	6	6
0053 221	173	111
0053 222	175	113
0053 223	262	175
0053 224	261	174
0053 225	154	102
0053 226	651	72
0053 227	153	101
0053 231	61	38
0053 232	350	241
0053 233	62	39
0053 234	239	160
0053 235	260	173
0053 236	712	69
0053 237	64	13
0053 241	41	22
0053 242	348	240
0053 243	53	33
0053 244	345	58
0053 311	662	78
0053 312	189	123
0053 313	230	152
0053 314	588	61
0053 321	550	51
0053 322	137	89
0053 323	187	122
0053 324	552	52
0053 332	138	90
0053 333	140	92
0053 334	487	332
0053 401	608	65
0053 402	17	10
0053 413	545	50
0053 421	4	3
0053 422	430	68
0053 431	139	91
0053 432	299	52
0053 433	274	181
0053 501	669	56
0053 502	8	2
0053 503	68	43
0053 504	700	112
0053 511	71	45
0053 512	186	12
0053 513	183	119
0053 514	184	120
0053 515	267	50
0053 516	70	44
0053 517	22	13
0053 521	78	49
0053 523	276	183
0053 523A	1	1
0053 525	242	47
0053 527	79	50
0053 528	24	15
0053 531	21	12
0053 532	23	14
0053 533	515	349
0053 534	445	302
0053 535	716	106
0056 123	8	7
0056 132	10	9
0056 213	30	25
0056 214	9	8
0056 220	12	11
0056 223	13	12
0056 231	29	3
0056 301	81	2
0056 302	91	5
0056 303	93	6
0056 304	4	4
0056 305	87	3
0056 312	86	14
0056 313	1	1
0056 319	7	6
0056 324	2	2
0056 327	6	5
0056 331	5	1
0056 332	88	4
0059 212	18	5
0059 213	32	6
0059 214	43	8
0059 225	13	3
0059 231	54	10
0059 234	36	28
0059 235	16	12
0059 311	51	1
0059 312	42	34
0059 331	47	37
0059 332	25	19
0059 333	27	21
0059 334	71	42
0059 412	20	14
0059 422	21	15
0059 433	28	22
0071 411	61	57
0071 412	138	111
0071 413	168	127
0071 414	156	118
0071 415	155	117
0071 421	148	115
0071 422	144	114
0071 423	143	113
0071 424	162	121
0071 425	161	120
0071 511	149	116
0071 512	167	126
0071 513	166	125
0071 514	142	112
0071 521	165	124
0071 522	169	128
0071 523	164	123
0071 524	163	122
0071 611	160	119
0071 614	134	108
0071 621	136	109
0071 622	137	110
0071 623	170	129
0071 624	131	106
0071 625	132	107
0091 103	68	54
0091 104	39	32
0091 105	80	61
0091 121	92	7
0091 122	31	26
0091 126	70	56
0091 131	36	2
0091 201	19	15
0091 202	65	52
0091 203	66	53
0091 204	20	16
0091 205	55	44
0091 206	54	43
0091 216	33	28
0091 226	3	3
0091 236	64	51
0092 112	60	49
0092 113	62	50
0092 121	94	1
0092 132	83	12
0092 211	63	1
0092 212	59	48
0092 213	58	47
0092 214	44	36
0092 215	22	18
0092 222	57	46
0092 225	56	45
0092 234	45	37
0092 235	61	1
0093 115	16	13
0093 126	17	14
0093 222	50	40
0093 232	32	27
0093 331	14	1
0093 335	26	22
0093 337	27	23
0093 338	24	20
0093 339	25	21
0093 340	28	24
0093 341	69	55
0093 342	52	41
0093 343	53	42
0094 116	48	39
0094 121	46	1
0094 122	34	29
0094 201	42	34
0094 202	40	33
0094 203	71	57
0094 204	90	1
0094 212	37	31
0094 216	47	38
0094 217	43	35
0094 226	11	10
0094 227	35	30
0095 101	89	6
0095 111	77	60
0095 112	76	59
0095 113	82	62
0095 114	75	58
0095 116	23	19
0095 117	21	17
0148 107	116	56
0148 108	113	53
0148 109	115	55
0148 110	117	57
0148 111	114	54
0148 125	123	2
0148 126	6	3
0148 131	119	59
0148 132	121	61
0148 133	107	55
0148 134	91	43
0148 135	108	56
0148 136	90	42
0148 137	133	68
0148 138	134	69
0148 142	102	51
0148 145	103	52
0148 147	87	39
0148 148	81	38
0148 149	104	53
0148 150	88	40
0148 151	82	41
0148 152	100	50
0148 152	101	48
0148 152	57	32
0148 152	58	24
0148 153	83	42
0148 154	33	19
0148 154	34	13
0148 154	70	36
0148 154	71	32
0148 155	3	2
0148 155	4	2
0148 155	59	33
0148 155	60	25
0148 156	29	16
0148 156	30	1
0148 156	61	34
0148 156	62	2
0148 174	109	57
0148 178	124	3
0148 206	112	52
0148 207	120	60
0148 208	118	58
0148 209	69	31
0148 211	86	45
0148 213	85	44
0148 215	84	43
0148 217	72	33
0148 218	111	51
0148 219	63	26
0148 220	64	27
0148 221	67	29
0148 224	18	10
0148 227	43	18
0148 228	135	70
0148 231	15	7
0148 232	132	67
0148 234	139	74
0148 234	140	75
0148 234	73	34
0148 234	74	35
0148 235	28	12
0148 236	130	65
0148 237	129	64
0148 237	80	40
0148 238	131	66
0148 239	75	36
0148 242	56	31
0148 244	55	30
0148 245	97	47
0148 246	48	26
0148 247	47	25
0148 248	44	24
0148 249	105	54
0148 250	89	41
0148 251	5	3
0148 252	10	5
0148 252	16	9
0148 252	17	8
0148 252	9	5
0148 253	52	22
0148 254	11	6
0148 254	12	6
0148 254	26	15
0148 254	27	11
0148 255	65	35
0148 255	66	28
0148 255	7	4
0148 255	8	4
0148 256	14	8
0148 257	96	46
0148 258	13	7
0148 259	98	48
0148 260	99	49
0148 261	92	44
0148 261	93	46
0148 262	39	16
0148 263	76	37
0148 263	77	37
0148 263	94	45
0148 263	95	47
0148 264	38	15
0148 265	50	21
0148 266	19	11
0148 266	20	9
0148 266	53	29
0148 266	54	23
0148 267	21	10
0148 268	37	21
0148 268	49	27
0148 270	51	28
0148 301	41	22
0148 303	144	6
0148 304	42	23
0148 306	31	17
0148 307	32	18
0148 308	35	20
0148 319	24	13
0148 321	68	30
0148 322	25	14
0148 323	125	58
0148 323	126	4
0148 323	22	12
0148 323	23	1
0148 324	40	17
0148 327	1	1
0148 327	127	59
0148 327	128	63
0148 327	2	1
0148 328	122	62
0148 331	45	19
0148 331	46	20
0148 331	78	38
0148 331	79	39
0148 332	138	73
0148 334	137	72
0148 336	136	71
0148 337	143	5
0148 338	145	78
0148 374	148	81
0148 377	36	14
0148 378	147	80
0148 426	141	76
0148 427	110	50
0148 428	142	77
0148 431	106	49
0148 432	146	79
0153 011	11	11
0153 012	14	14
0153 013	44	44
0153 014	37	37
0153 015	17	17
0153 016	43	43
0153 017	15	15
0153 018	50	50
0153 021	7	7
0153 022	8	8
0153 023	2	2
0153 024	1	1
0153 025	40	40
0153 026	19	19
0153 032	36	36
0153 034	20	20
0153 035	21	21
0153 036	31	31
0153 037	33	33
0153 038	34	34
0153 041	28	28
0153 045	12	12
0153 046	13	13
0153 047	46	46
0153 048	30	30
0153 051	47	47
0153 052	6	6
0153 053	29	29
0153 054	4	4
0153 055	10	10
0153 056	9	9
0153 061	39	39
0153 063	22	22
0153 064	27	27
0153 065	24	24
0153 066	25	25
0153 067	49	49
0153 068	16	16
0153 071	51	51
0153 073	26	26
0153 074	38	38
0153 075	35	35
0153 076	5	5
0153 077	32	32
0153 078	23	23
0153 081	45	45
0153 082	18	18
0153 083	48	48
0153 084	3	3
0153 085	42	42
0153 086	41	41
0162 301	84	13
0162 401	51	4
0162 402	85	5
0164 111	79	11
0164 112	41	4
0164 121	78	10
0164 122	18	2
0164 131	15	1
0164 132	38	3
0164 135	73	8
0164 201	49	5
0164 202	67	6
0164 212	72	7
0164 232	74	9
0603 101	562	91
0603 102	241	15
0603 104	546	364
0603 106	547	365
0603 107	681	60
0603 108	52	32
0603 110	574	380
0603 117	411	63
0603 121	249	167
0603 122	374	61
0603 123	297	201
0603 124	484	331
0603 125	237	158
0603 126	551	368
0603 127	238	159
0603 128	394	276
0603 130	395	277
0603 131	91	59
0603 133	104	68
0603 136	386	270
0603 138	385	269
0603 140	155	10
0603 142	383	267
0603 144	384	268
0603 147	629	104
0603 148	16	9
0603 149	485	76
0603 150	15	8
0603 153	613	97
0603 156	444	301
0603 158	282	188
0603 164	99	18
0603 168	26	3
0603 170	8	1
0603 172	29	4
0603 174	18	2
0603 201	483	75
0603 202	240	14
0603 207	711	68
0603 213	45	26
0603 215	44	25
0603 217	455	73
0603 221	107	69
0603 222	159	35
0603 223	258	172
0603 224	575	381
0603 226	511	346
0603 231	51	31
0603 232	43	24
0603 233	49	29
0603 234	47	27
0603 236	548	366
0603 238	117	75
0603 240	118	9
0603 242	564	375
0603 244	42	23
0603 247	170	36
0603 249	391	62
0603 252	164	105
0603 253	304	55
0603 254	163	104
0603 260	19	17
0603 262	20	18
0603 264	96	15
0603 265	1	1
0603 266	97	16
0603 267	3	3
0603 268	354	60
0603 270	413	64
0603 271	39	33
0603 272	101	19
0603 273	13	12
0603 274	109	22
0603 301	532	85
0603 302	46	6
0603 307	741	84
0603 308	124	79
0603 322	558	90
0603 324	390	274
0603 326	387	271
0603 328	389	273
0603 330	388	272
0603 331	89	57
0603 333	88	56
0603 335	503	341
0603 336	377	261
0603 338	376	260
0603 340	213	13
0603 345	231	153
0603 348	167	108
0603 350	165	106
0603 352	168	109
0603 353	425	67
0603 354	166	107
0603 355	136	88
0603 360	418	292
0603 361	488	333
0603 362	353	243
0603 364	609	95
0603 366	626	103
0603 367	44	3
0603 368	617	98
0603 370	618	99
0603 371	294	198
0603 372	625	102
0603 373	295	199
0603 374	539	86
0603 401	627	406
0603 402	599	395
0603 403	584	386
0603 404	585	387
0603 405	616	402
0603 406	577	383
0603 407	614	401
0603 409	624	405
0603 410	244	162
0603 412	245	163
0603 413	611	400
0603 414	60	37
0603 415	63	40
0603 416	576	382
0603 417	589	388
0603 418	243	161
0603 422	572	378
0603 432	251	168
0603 433	512	347
0603 435	549	367
0603 436	169	110
0603 437	592	390
0603 439	597	393
0603 441	596	392
0603 442	538	359
0603 443	598	394
0603 444	573	379
0603 447	628	407
0603 448	553	369
0619 010	271	21
0619 011	533	49
0619 020	568	54
0619 021	523	82
0619 031	481	43
0619 032	264	20
0619 301	110	8
0619 302	225	149
0619 303	111	71
0619 304	443	72
0619 306	3	1
0619 401	207	40
0619 402	114	74
0619 403	324	220
0619 404	113	73
0619 406	112	72
0619 407	569	55
0627 112	1	1
0627 121	52	2
0627 124	13	12
0627 132	101	11
0627 140	102	12
0627 177	54	3
0627 181	91	7
0627 182	104	13
0627 191	96	8
0627 192	19	18
0627 193	34	1
0627 226	58	54
0627 269	31	30
0627 270	8	7
0627 271	46	44
0627 274	55	51
0627 276	69	64
0627 277	12	11
0627 278	65	60
0627 279	14	13
0627 281	62	4
0627 301	53	50
0627 302	66	61
0627 303	77	70
0627 304	71	65
0627 305	18	17
0627 307	17	16
0627 309	44	42
0627 310	48	46
0627 311	35	33
0627 314	45	43
0627 316	86	79
0627 318	113	94
0627 320	117	98
0627 322	120	100
0627 323	114	95
0627 324	116	97
0627 325	119	99
0627 326	79	72
0627 327	92	84
0627 329	103	90
0627 334	24	23
0627 336	87	80
0627 340	78	71
0627 341	88	81
0627 342	68	63
0627 343	83	76
0627 344	84	77
0627 345	99	89
0627 346	57	53
0627 348	47	45
0627 349	43	41
0627 350	82	75
0627 357	51	49
0627 369	40	38
0627 371	93	85
0627 373	133	2
0627 374	115	96
0627 376	107	92
0627 378	105	91
0627 379	25	24
0627 381	70	5
0627 401	27	26
0627 402	76	69
0627 408	81	74
0627 409	26	25
0627 410	122	102
0627 411	50	48
0627 425	4	3
0627 427	90	83
0627 429	41	39
0627 430	15	14
0627 436	85	78
0627 439	94	86
0627 441	95	87
0627 445	89	82
0627 447	42	40
0627 449	32	31
0627 451	22	21
0627 454	123	103
0627 456	49	47
0627 457	59	55
0627 458	121	101
0627 459	73	67
0627 461	60	56
0627 463	23	22
0627 467	111	93
0627 469	67	62
0627 473	135	3
0627 474	9	8
0627 476	124	104
0627 478	125	105
0627 479	30	29
0627 481	97	9
0631 016	44	7
0631 017	79	21
0631 018	53	28
0631 024	7	3
0631 032	31	1
0631 033	74	18
0631 034	5	3
0636 105	110	16
0636 106	80	67
0636 107	95	14
0636 108	25	25
0636 109	146	119
0636 110	66	55
0636 112	137	23
0636 114	94	13
0636 201	117	99
0636 203	119	101
0636 209	118	100
0636 301	105	88
0636 302	79	66
0636 303	81	68
0636 304	31	29
0636 305	131	20
0636 306	42	36
0636 307	130	19
0636 311	120	102
0636 314	39	4
0668 007	144	117
0668 015	83	70
0668 016	115	97
0668 017	67	56
0668 018	159	31
0668 023	68	57
0668 024	116	98
0668 025	50	43
0668 026	113	95
0668 027	46	39
0668 101	43	37
0668 103	143	25
0668 104	35	32
0668 105	158	30
0668 107	145	118
0668 113	165	35
0668 114	140	115
0668 116	161	32
0668 117	164	34
0668 121	78	65
0668 123	61	9
0668 201	30	2
0668 212	123	105
0668 225	37	34
0668 226	133	111
0668 228	132	110
0668 229	85	12
0668 301	33	3
0668 302	55	2
0668 303	32	30
0668 305	114	96
0668 307	151	123
0669 204	72	59
0669 205	126	108
0669 210	56	47
0669 212	34	31
0669 216	90	76
0669 218	141	24
0669 309	69	10
0669 311	124	106
0669 313	129	109
0669 314	155	29
0669 315	153	28
0669 316	57	48
0669 317	97	81
