Room,Building,,Contract Status Date,,,Class Year,,College,,,
B211,1967,,,"Apr 4, 2013 12:45:22 PM",,2016,BUTLER,,,,
B212,1967,,,"Apr 4, 2013 12:45:28 PM",,2016,BUTLER,,,,
B212,1967,,,"Apr 4, 2013 12:45:28 PM",,2016,BUTLER,,,,
B212,1967,,,"Apr 4, 2013 12:45:28 PM",,2016,BUTLER,,,,
B212,1967,,,"Apr 4, 2013 12:45:28 PM",,2016,BUTLER,,,,
B202,1967,,,"Apr 4, 2013 12:55:51 PM",,2016,BUTLER,,,,
B202,1967,,,"Apr 4, 2013 12:55:51 PM",,2016,BUTLER,,,,
B202,1967,,,"Apr 4, 2013 12:55:52 PM",,2016,BUTLER,,,,
B202,1967,,,"Apr 4, 2013 12:55:52 PM",,2016,BUTLER,,,,
B213,1967,,,"Apr 4, 2013 12:56:16 PM",,2016,BUTLER,,,,
B213,1967,,,"Apr 4, 2013 12:56:16 PM",,2016,BUTLER,,,,
B213,1967,,,"Apr 4, 2013 12:56:17 PM",,2016,BUTLER,,,,
B213,1967,,,"Apr 4, 2013 12:56:17 PM",,2016,BUTLER,,,,
C102,BOGLE,,,"Apr 4, 2013 1:07:24 PM",,2016,BUTLER,,,,
C102,BOGLE,,,"Apr 4, 2013 1:07:24 PM",,2016,BUTLER,,,,
C102,BOGLE,,,"Apr 4, 2013 1:07:24 PM",,2016,BUTLER,,,,
C102,BOGLE,,,"Apr 4, 2013 1:07:24 PM",,2016,BUTLER,,,,
415,1915,,,"Apr 4, 2013 1:11:45 PM",,2016,BUTLER,,,,
414,1915,,,"Apr 4, 2013 1:13:45 PM",,2016,BUTLER,,,,
C104,BOGLE,,,"Apr 4, 2013 1:15:33 PM",,2016,BUTLER,,,,
C104,BOGLE,,,"Apr 4, 2013 1:15:33 PM",,2016,BUTLER,,,,
C104,BOGLE,,,"Apr 4, 2013 1:15:33 PM",,2016,BUTLER,,,,
C104,BOGLE,,,"Apr 4, 2013 1:15:33 PM",,2016,BUTLER,,,,
327,FORBES,,,"Apr 4, 2013 1:31:07 PM",,2016,FORBES,,,,
155,FORBES,,,"Apr 4, 2013 1:31:07 PM",,2016,FORBES,,,,
155,FORBES,,,"Apr 4, 2013 1:31:07 PM",,2016,FORBES,,,,
112,FORBES,,,"Apr 4, 2013 1:31:11 PM",,2016,FORBES,,,,
326,FORBES,,,"Apr 4, 2013 1:32:25 PM",,2016,FORBES,,,,
106,FORBES,,,"Apr 4, 2013 1:32:57 PM",,2016,FORBES,,,,
251,FORBES,,,"Apr 4, 2013 1:37:38 PM",,2016,FORBES,,,,
251,FORBES,,,"Apr 4, 2013 1:37:39 PM",,2016,FORBES,,,,
A126,FORBES,,,"Apr 4, 2013 1:44:43 PM",,2016,FORBES,,,,
255,FORBES,,,"Apr 4, 2013 1:45:14 PM",,2016,FORBES,,,,
255,FORBES,,,"Apr 4, 2013 1:45:14 PM",,2016,FORBES,,,,
305,FORBES,,,"Apr 4, 2013 1:45:19 PM",,2016,FORBES,,,,
305,FORBES,,,"Apr 4, 2013 1:45:19 PM",,2016,FORBES,,,,
305,FORBES,,,"Apr 4, 2013 1:45:19 PM",,2016,FORBES,,,,
A252,FORBES,,,"Apr 4, 2013 1:48:44 PM",,2016,FORBES,,,,
A254,FORBES,,,"Apr 4, 2013 1:48:49 PM",,2016,FORBES,,,,
A258,FORBES,,,"Apr 4, 2013 1:49:08 PM",,2016,FORBES,,,,
A256,FORBES,,,"Apr 4, 2013 1:49:19 PM",,2016,FORBES,,,,
A240,FORBES,,,"Apr 4, 2013 1:50:09 PM",,2016,FORBES,,,,
A231,FORBES,,,"Apr 4, 2013 1:51:22 PM",,2016,FORBES,,,,
252,FORBES,,,"Apr 4, 2013 1:55:51 PM",,2016,FORBES,,,,
252,FORBES,,,"Apr 4, 2013 1:55:51 PM",,2016,FORBES,,,,
224,FORBES,,,"Apr 4, 2013 1:56:18 PM",,2016,FORBES,,,,
266,FORBES,,,"Apr 4, 2013 1:57:00 PM",,2016,FORBES,,,,
266,FORBES,,,"Apr 4, 2013 1:57:00 PM",,2016,FORBES,,,,
267,FORBES,,,"Apr 4, 2013 1:58:02 PM",,2016,FORBES,,,,
267,FORBES,,,"Apr 4, 2013 1:58:02 PM",,2016,FORBES,,,,
323,FORBES,,,"Apr 4, 2013 2:04:32 PM",,2016,FORBES,,,,
319,FORBES,,,"Apr 4, 2013 2:06:29 PM",,2016,FORBES,,,,
322,FORBES,,,"Apr 4, 2013 2:07:52 PM",,2016,FORBES,,,,
254,FORBES,,,"Apr 4, 2013 2:08:45 PM",,2016,FORBES,,,,
254,FORBES,,,"Apr 4, 2013 2:08:45 PM",,2016,FORBES,,,,
235,FORBES,,,"Apr 4, 2013 2:10:05 PM",,2016,FORBES,,,,
235,FORBES,,,"Apr 4, 2013 2:10:05 PM",,2016,FORBES,,,,
320,FORBES,,,"Apr 4, 2013 2:10:12 PM",,2016,FORBES,,,,
156,FORBES,,,"Apr 4, 2013 2:14:17 PM",,2016,FORBES,,,,
156,FORBES,,,"Apr 4, 2013 2:14:17 PM",,2016,FORBES,,,,
156,FORBES,,,"Apr 4, 2013 2:14:17 PM",,2016,FORBES,,,,
156,FORBES,,,"Apr 4, 2013 2:14:17 PM",,2016,FORBES,,,,
306,FORBES,,,"Apr 4, 2013 2:17:53 PM",,2016,FORBES,,,,
307,FORBES,,,"Apr 4, 2013 2:18:51 PM",,2016,FORBES,,,,
154,FORBES,,,"Apr 4, 2013 2:19:24 PM",,2016,FORBES,,,,
154,FORBES,,,"Apr 4, 2013 2:19:24 PM",,2016,FORBES,,,,
308,FORBES,,,"Apr 4, 2013 2:21:09 PM",,2016,FORBES,,,,
309,FORBES,,,"Apr 4, 2013 2:21:14 PM",,2016,FORBES,,,,
A377,FORBES,,,"Apr 4, 2013 2:26:08 PM",,2016,FORBES,,,,
268,FORBES,,,"Apr 4, 2013 2:27:43 PM",,2016,FORBES,,,,
268,FORBES,,,"Apr 4, 2013 2:27:43 PM",,2016,FORBES,,,,
264,FORBES,,,"Apr 4, 2013 2:27:59 PM",,2016,FORBES,,,,
264,FORBES,,,"Apr 4, 2013 2:27:59 PM",,2016,FORBES,,,,
262,FORBES,,,"Apr 4, 2013 2:28:46 PM",,2016,FORBES,,,,
262,FORBES,,,"Apr 4, 2013 2:28:46 PM",,2016,FORBES,,,,
324,FORBES,,,"Apr 4, 2013 2:37:25 PM",,2016,FORBES,,,,
324,FORBES,,,"Apr 4, 2013 2:37:25 PM",,2016,FORBES,,,,
318,FORBES,,,"Apr 4, 2013 2:37:35 PM",,2016,FORBES,,,,
310,FORBES,,,"Apr 4, 2013 2:38:25 PM",,2016,FORBES,,,,
301,FORBES,,,"Apr 4, 2013 2:38:55 PM",,2016,FORBES,,,,
224N,FORBES,,,"Apr 4, 2013 2:44:36 PM",,2016,FORBES,,,,
304,FORBES,,,"Apr 4, 2013 2:44:44 PM",,2016,FORBES,,,,
A227,FORBES,,,"Apr 4, 2013 2:47:46 PM",,2016,FORBES,,,,
A227,FORBES,,,"Apr 4, 2013 2:47:46 PM",,2016,FORBES,,,,
A248,FORBES,,,"Apr 4, 2013 2:49:02 PM",,2016,FORBES,,,,
A331,FORBES,,,"Apr 4, 2013 2:51:51 PM",,2016,FORBES,,,,
A247,FORBES,,,"Apr 4, 2013 2:51:54 PM",,2016,FORBES,,,,
A246,FORBES,,,"Apr 4, 2013 2:54:05 PM",,2016,FORBES,,,,
A268,FORBES,,,"Apr 4, 2013 2:58:24 PM",,2016,FORBES,,,,
A265,FORBES,,,"Apr 4, 2013 2:59:24 PM",,2016,FORBES,,,,
A265,FORBES,,,"Apr 4, 2013 2:59:24 PM",,2016,FORBES,,,,
A270,FORBES,,,"Apr 4, 2013 2:59:25 PM",,2016,FORBES,,,,
253,FORBES,,,"Apr 4, 2013 2:59:50 PM",,2016,FORBES,,,,
253,FORBES,,,"Apr 4, 2013 2:59:50 PM",,2016,FORBES,,,,
A266,FORBES,,,"Apr 4, 2013 3:00:29 PM",,2016,FORBES,,,,
A244,FORBES,,,"Apr 4, 2013 3:01:41 PM",,2016,FORBES,,,,
A242,FORBES,,,"Apr 4, 2013 3:02:02 PM",,2016,FORBES,,,,
152,FORBES,,,"Apr 4, 2013 3:02:23 PM",,2016,FORBES,,,,
152,FORBES,,,"Apr 4, 2013 3:02:23 PM",,2016,FORBES,,,,
A155,FORBES,,,"Apr 4, 2013 3:03:46 PM",,2016,FORBES,,,,
A156,FORBES,,,"Apr 4, 2013 3:04:06 PM",,2016,FORBES,,,,
219,FORBES,,,"Apr 4, 2013 3:10:38 PM",,2016,FORBES,,,,
219,FORBES,,,"Apr 4, 2013 3:10:38 PM",,2016,FORBES,,,,
220,FORBES,,,"Apr 4, 2013 3:14:09 PM",,2016,FORBES,,,,
220,FORBES,,,"Apr 4, 2013 3:14:09 PM",,2016,FORBES,,,,
160,FORBES,,,"Apr 4, 2013 3:14:10 PM",,2016,FORBES,,,,
160,FORBES,,,"Apr 4, 2013 3:14:10 PM",,2016,FORBES,,,,
A255,FORBES,,,"Apr 4, 2013 3:15:24 PM",,2016,FORBES,,,,
221,FORBES,,,"Apr 4, 2013 3:15:37 PM",,2016,FORBES,,,,
221,FORBES,,,"Apr 4, 2013 3:15:38 PM",,2016,FORBES,,,,
321,FORBES,,,"Apr 4, 2013 3:23:29 PM",,2016,FORBES,,,,
321,FORBES,,,"Apr 4, 2013 3:23:29 PM",,2016,FORBES,,,,
209,FORBES,,,"Apr 4, 2013 3:25:13 PM",,2016,FORBES,,,,
209,FORBES,,,"Apr 4, 2013 3:25:13 PM",,2016,FORBES,,,,
A154,FORBES,,,"Apr 4, 2013 3:35:29 PM",,2016,FORBES,,,,
217,FORBES,,,"Apr 4, 2013 3:36:44 PM",,2016,FORBES,,,,
217,FORBES,,,"Apr 4, 2013 3:36:44 PM",,2016,FORBES,,,,
D306,1976,,,"Apr 4, 2013 3:37:31 PM",,2016,BUTLER,,,,
D306,1976,,,"Apr 4, 2013 3:37:31 PM",,2016,BUTLER,,,,
D306,1976,,,"Apr 4, 2013 3:37:31 PM",,2016,BUTLER,,,,
D306,1976,,,"Apr 4, 2013 3:37:31 PM",,2016,BUTLER,,,,
234,FORBES,,,"Apr 4, 2013 3:37:58 PM",,2016,FORBES,,,,
234,FORBES,,,"Apr 4, 2013 3:37:58 PM",,2016,FORBES,,,,
239,FORBES,,,"Apr 4, 2013 3:38:40 PM",,2016,FORBES,,,,
239,FORBES,,,"Apr 4, 2013 3:38:40 PM",,2016,FORBES,,,,
263,FORBES,,,"Apr 4, 2013 3:43:41 PM",,2016,FORBES,,,,
263,FORBES,,,"Apr 4, 2013 3:43:42 PM",,2016,FORBES,,,,
331,FORBES,,,"Apr 4, 2013 3:45:59 PM",,2016,FORBES,,,,
331,FORBES,,,"Apr 4, 2013 3:46:00 PM",,2016,FORBES,,,,
237,FORBES,,,"Apr 4, 2013 3:46:00 PM",,2016,FORBES,,,,
237,FORBES,,,"Apr 4, 2013 3:46:00 PM",,2016,FORBES,,,,
A148,FORBES,,,"Apr 4, 2013 3:50:27 PM",,2016,FORBES,,,,
159,FORBES,,,"Apr 4, 2013 3:50:56 PM",,2016,FORBES,,,,
159,FORBES,,,"Apr 4, 2013 3:50:56 PM",,2016,FORBES,,,,
151,FORBES,,,"Apr 4, 2013 3:52:24 PM",,2016,FORBES,,,,
151,FORBES,,,"Apr 4, 2013 3:52:24 PM",,2016,FORBES,,,,
153,FORBES,,,"Apr 4, 2013 3:53:17 PM",,2016,FORBES,,,,
153,FORBES,,,"Apr 4, 2013 3:53:17 PM",,2016,FORBES,,,,
215,FORBES,,,"Apr 4, 2013 3:59:16 PM",,2016,FORBES,,,,
215,FORBES,,,"Apr 4, 2013 3:59:16 PM",,2016,FORBES,,,,
213,FORBES,,,"Apr 4, 2013 3:59:27 PM",,2016,FORBES,,,,
213,FORBES,,,"Apr 4, 2013 3:59:27 PM",,2016,FORBES,,,,
211,FORBES,,,"Apr 4, 2013 4:00:13 PM",,2016,FORBES,,,,
211,FORBES,,,"Apr 4, 2013 4:00:13 PM",,2016,FORBES,,,,
A147,FORBES,,,"Apr 4, 2013 4:00:21 PM",,2016,FORBES,,,,
A150,FORBES,,,"Apr 4, 2013 4:04:51 PM",,2016,FORBES,,,,
A250,FORBES,,,"Apr 4, 2013 4:06:26 PM",,2016,FORBES,,,,
A136,FORBES,,,"Apr 4, 2013 4:10:46 PM",,2016,FORBES,,,,
A134,FORBES,,,"Apr 4, 2013 4:11:15 PM",,2016,FORBES,,,,
113,FORBES,,,"Apr 4, 2013 4:14:00 PM",,2016,FORBES,,,,
113,FORBES,,,"Apr 4, 2013 4:14:00 PM",,2016,FORBES,,,,
A146,FORBES,,,"Apr 4, 2013 4:14:01 PM",,2016,FORBES,,,,
A261,FORBES,,,"Apr 4, 2013 4:16:33 PM",,2016,FORBES,,,,
A263,FORBES,,,"Apr 4, 2013 4:16:44 PM",,2016,FORBES,,,,
A257,FORBES,,,"Apr 4, 2013 4:16:51 PM",,2016,FORBES,,,,
A245,FORBES,,,"Apr 4, 2013 4:17:02 PM",,2016,FORBES,,,,
A259,FORBES,,,"Apr 4, 2013 4:17:09 PM",,2016,FORBES,,,,
A260,FORBES,,,"Apr 4, 2013 4:17:49 PM",,2016,FORBES,,,,
A152,FORBES,,,"Apr 4, 2013 4:24:15 PM",,2016,FORBES,,,,
A142,FORBES,,,"Apr 4, 2013 4:24:59 PM",,2016,FORBES,,,,
A145,FORBES,,,"Apr 4, 2013 4:25:27 PM",,2016,FORBES,,,,
A144,FORBES,,,"Apr 4, 2013 4:25:52 PM",,2016,FORBES,,,,
A149,FORBES,,,"Apr 4, 2013 4:26:15 PM",,2016,FORBES,,,,
A249,FORBES,,,"Apr 4, 2013 4:34:44 PM",,2016,FORBES,,,,
A437,FORBES,,,"Apr 4, 2013 4:35:41 PM",,2016,FORBES,,,,
A437,FORBES,,,"Apr 4, 2013 4:35:41 PM",,2016,FORBES,,,,
A431,FORBES,,,"Apr 4, 2013 4:36:36 PM",,2016,FORBES,,,,
A431,FORBES,,,"Apr 4, 2013 4:36:36 PM",,2016,FORBES,,,,
A133,FORBES,,,"Apr 4, 2013 4:37:18 PM",,2016,FORBES,,,,
A135,FORBES,,,"Apr 4, 2013 4:38:23 PM",,2016,FORBES,,,,
A174,FORBES,,,"Apr 4, 2013 4:38:28 PM",,2016,FORBES,,,,
A427,FORBES,,,"Apr 4, 2013 4:39:08 PM",,2016,FORBES,,,,
A427,FORBES,,,"Apr 4, 2013 4:39:08 PM",,2016,FORBES,,,,
218,FORBES,,,"Apr 4, 2013 4:44:41 PM",,2016,FORBES,,,,
218,FORBES,,,"Apr 4, 2013 4:44:41 PM",,2016,FORBES,,,,
206,FORBES,,,"Apr 4, 2013 4:47:29 PM",,2016,FORBES,,,,
206,FORBES,,,"Apr 4, 2013 4:47:29 PM",,2016,FORBES,,,,
108,FORBES,,,"Apr 4, 2013 4:49:32 PM",,2016,FORBES,,,,
108,FORBES,,,"Apr 4, 2013 4:49:32 PM",,2016,FORBES,,,,
111,FORBES,,,"Apr 4, 2013 4:53:29 PM",,2016,FORBES,,,,
111,FORBES,,,"Apr 4, 2013 4:53:29 PM",,2016,FORBES,,,,
109,FORBES,,,"Apr 4, 2013 4:53:33 PM",,2016,FORBES,,,,
109,FORBES,,,"Apr 4, 2013 4:53:33 PM",,2016,FORBES,,,,
107,FORBES,,,"Apr 4, 2013 4:53:37 PM",,2016,FORBES,,,,
107,FORBES,,,"Apr 4, 2013 4:53:37 PM",,2016,FORBES,,,,
110,FORBES,,,"Apr 4, 2013 4:53:57 PM",,2016,FORBES,,,,
110,FORBES,,,"Apr 4, 2013 4:53:57 PM",,2016,FORBES,,,,
208,FORBES,,,"Apr 4, 2013 5:02:54 PM",,2016,FORBES,,,,
208,FORBES,,,"Apr 4, 2013 5:02:54 PM",,2016,FORBES,,,,
A131,FORBES,,,"Apr 4, 2013 5:02:56 PM",,2016,FORBES,,,,
A131,FORBES,,,"Apr 4, 2013 5:02:56 PM",,2016,FORBES,,,,
207,FORBES,,,"Apr 4, 2013 5:03:08 PM",,2016,FORBES,,,,
207,FORBES,,,"Apr 4, 2013 5:03:08 PM",,2016,FORBES,,,,
A132,FORBES,,,"Apr 4, 2013 5:03:14 PM",,2016,FORBES,,,,
A132,FORBES,,,"Apr 4, 2013 5:03:14 PM",,2016,FORBES,,,,
C204,BOGLE,,,"Apr 4, 2013 5:13:59 PM",,2016,BUTLER,,,,
C204,BOGLE,,,"Apr 4, 2013 5:13:59 PM",,2016,BUTLER,,,,
C204,BOGLE,,,"Apr 4, 2013 5:13:59 PM",,2016,BUTLER,,,,
C204,BOGLE,,,"Apr 4, 2013 5:13:59 PM",,2016,BUTLER,,,,
A328,FORBES,,,"Apr 4, 2013 5:16:09 PM",,2016,FORBES,,,,
A328,FORBES,,,"Apr 4, 2013 5:16:09 PM",,2016,FORBES,,,,
A125,FORBES,,,"Apr 4, 2013 5:24:54 PM",,2016,FORBES,,,,
A125,FORBES,,,"Apr 4, 2013 5:24:54 PM",,2016,FORBES,,,,
A125,FORBES,,,"Apr 4, 2013 5:24:54 PM",,2016,FORBES,,,,
A178,FORBES,,,"Apr 4, 2013 5:25:46 PM",,2016,FORBES,,,,
A178,FORBES,,,"Apr 4, 2013 5:25:46 PM",,2016,FORBES,,,,
A178,FORBES,,,"Apr 4, 2013 5:25:46 PM",,2016,FORBES,,,,
A323,FORBES,,,"Apr 4, 2013 5:29:35 PM",,2016,FORBES,,,,
A323,FORBES,,,"Apr 4, 2013 5:29:35 PM",,2016,FORBES,,,,
A323,FORBES,,,"Apr 4, 2013 5:29:35 PM",,2016,FORBES,,,,
A327,FORBES,,,"Apr 4, 2013 5:34:25 PM",,2016,FORBES,,,,
A327,FORBES,,,"Apr 4, 2013 5:34:26 PM",,2016,FORBES,,,,
A237,FORBES,,,"Apr 4, 2013 5:35:13 PM",,2016,FORBES,,,,
A237,FORBES,,,"Apr 4, 2013 5:35:13 PM",,2016,FORBES,,,,
A237,FORBES,,,"Apr 4, 2013 5:35:13 PM",,2016,FORBES,,,,
A236,FORBES,,,"Apr 4, 2013 5:38:01 PM",,2016,FORBES,,,,
A236,FORBES,,,"Apr 4, 2013 5:38:02 PM",,2016,FORBES,,,,
A238,FORBES,,,"Apr 4, 2013 5:38:13 PM",,2016,FORBES,,,,
A238,FORBES,,,"Apr 4, 2013 5:38:13 PM",,2016,FORBES,,,,
A232,FORBES,,,"Apr 4, 2013 5:41:09 PM",,2016,FORBES,,,,
A232,FORBES,,,"Apr 4, 2013 5:41:09 PM",,2016,FORBES,,,,
A137,FORBES,,,"Apr 4, 2013 5:52:52 PM",,2016,FORBES,,,,
A137,FORBES,,,"Apr 4, 2013 5:52:52 PM",,2016,FORBES,,,,
A138,FORBES,,,"Apr 4, 2013 5:57:08 PM",,2016,FORBES,,,,
A138,FORBES,,,"Apr 4, 2013 5:57:08 PM",,2016,FORBES,,,,
A228,FORBES,,,"Apr 4, 2013 5:57:28 PM",,2016,FORBES,,,,
A228,FORBES,,,"Apr 4, 2013 5:57:28 PM",,2016,FORBES,,,,
A336,FORBES,,,"Apr 4, 2013 5:58:55 PM",,2016,FORBES,,,,
A336,FORBES,,,"Apr 4, 2013 5:58:55 PM",,2016,FORBES,,,,
A334,FORBES,,,"Apr 4, 2013 5:58:57 PM",,2016,FORBES,,,,
A334,FORBES,,,"Apr 4, 2013 5:58:57 PM",,2016,FORBES,,,,
A332,FORBES,,,"Apr 4, 2013 5:58:59 PM",,2016,FORBES,,,,
A332,FORBES,,,"Apr 4, 2013 5:58:59 PM",,2016,FORBES,,,,
A234,FORBES,,,"Apr 4, 2013 6:02:18 PM",,2016,FORBES,,,,
A234,FORBES,,,"Apr 4, 2013 6:02:18 PM",,2016,FORBES,,,,
611,1915,,,"Apr 4, 2013 6:11:00 PM",,2016,BUTLER,,,,
A426,FORBES,,,"Apr 4, 2013 6:11:56 PM",,2016,FORBES,,,,
A426,FORBES,,,"Apr 4, 2013 6:11:56 PM",,2016,FORBES,,,,
A428,FORBES,,,"Apr 4, 2013 6:13:23 PM",,2016,FORBES,,,,
A428,FORBES,,,"Apr 4, 2013 6:13:23 PM",,2016,FORBES,,,,
A337,FORBES,,,"Apr 4, 2013 6:15:41 PM",,2016,FORBES,,,,
A337,FORBES,,,"Apr 4, 2013 6:15:41 PM",,2016,FORBES,,,,
A337,FORBES,,,"Apr 4, 2013 6:15:41 PM",,2016,FORBES,,,,
303,FORBES,,,"Apr 4, 2013 6:15:55 PM",,2016,FORBES,,,,
303,FORBES,,,"Apr 4, 2013 6:15:55 PM",,2016,FORBES,,,,
303,FORBES,,,"Apr 4, 2013 6:15:55 PM",,2016,FORBES,,,,
A338,FORBES,,,"Apr 4, 2013 6:19:48 PM",,2016,FORBES,,,,
A338,FORBES,,,"Apr 4, 2013 6:19:48 PM",,2016,FORBES,,,,
A432,FORBES,,,"Apr 4, 2013 6:26:06 PM",,2016,FORBES,,,,
A432,FORBES,,,"Apr 4, 2013 6:26:07 PM",,2016,FORBES,,,,
A378,FORBES,,,"Apr 4, 2013 6:29:14 PM",,2016,FORBES,,,,
A378,FORBES,,,"Apr 4, 2013 6:29:14 PM",,2016,FORBES,,,,
063,CAMPBELL,,,"Apr 5, 2013 9:05:59 AM",,2016,MATHEY,,,,
063,CAMPBELL,,,"Apr 5, 2013 9:05:59 AM",,2016,MATHEY,,,,
514,EDWARDS,,,"Apr 5, 2013 9:06:44 AM",,2016,MATHEY,,,,
301,LITTLE,,,"Apr 5, 2013 9:10:37 AM",,2016,MATHEY,,,,
301,LITTLE,,,"Apr 5, 2013 9:10:37 AM",,2016,MATHEY,,,,
301,LITTLE,,,"Apr 5, 2013 9:10:37 AM",,2016,MATHEY,,,,
301,LITTLE,,,"Apr 5, 2013 9:10:37 AM",,2016,MATHEY,,,,
329,LITTLE,,,"Apr 5, 2013 9:11:01 AM",,2016,MATHEY,,,,
329,LITTLE,,,"Apr 5, 2013 9:11:01 AM",,2016,MATHEY,,,,
329,LITTLE,,,"Apr 5, 2013 9:11:01 AM",,2016,MATHEY,,,,
329,LITTLE,,,"Apr 5, 2013 9:11:01 AM",,2016,MATHEY,,,,
051,LITTLE,,,"Apr 5, 2013 9:20:02 AM",,2016,MATHEY,,,,
051,LITTLE,,,"Apr 5, 2013 9:20:03 AM",,2016,MATHEY,,,,
051,LITTLE,,,"Apr 5, 2013 9:20:03 AM",,2016,MATHEY,,,,
051,LITTLE,,,"Apr 5, 2013 9:20:03 AM",,2016,MATHEY,,,,
311,LITTLE,,,"Apr 5, 2013 9:21:53 AM",,2016,MATHEY,,,,
387,LITTLE,,,"Apr 5, 2013 9:26:51 AM",,2016,MATHEY,,,,
074,LITTLE,,,"Apr 5, 2013 9:27:44 AM",,2016,MATHEY,,,,
074,LITTLE,,,"Apr 5, 2013 9:27:44 AM",,2016,MATHEY,,,,
074,LITTLE,,,"Apr 5, 2013 9:27:44 AM",,2016,MATHEY,,,,
074,LITTLE,,,"Apr 5, 2013 9:27:44 AM",,2016,MATHEY,,,,
B92,BLAIR,,,"Apr 5, 2013 9:29:39 AM",,2016,MATHEY,,,,
B92,BLAIR,,,"Apr 5, 2013 9:29:39 AM",,2016,MATHEY,,,,
B92,BLAIR,,,"Apr 5, 2013 9:29:39 AM",,2016,MATHEY,,,,
B92,BLAIR,,,"Apr 5, 2013 9:29:39 AM",,2016,MATHEY,,,,
305,LITTLE,,,"Apr 5, 2013 9:36:11 AM",,2016,MATHEY,,,,
071,LITTLE,,,"Apr 5, 2013 9:37:14 AM",,2016,MATHEY,,,,
071,LITTLE,,,"Apr 5, 2013 9:37:14 AM",,2016,MATHEY,,,,
071,LITTLE,,,"Apr 5, 2013 9:37:14 AM",,2016,MATHEY,,,,
071,LITTLE,,,"Apr 5, 2013 9:37:14 AM",,2016,MATHEY,,,,
071,LITTLE,,,"Apr 5, 2013 9:37:14 AM",,2016,MATHEY,,,,
B51,BLAIR,,,"Apr 5, 2013 9:38:20 AM",,2016,MATHEY,,,,
307,LITTLE,,,"Apr 5, 2013 9:39:49 AM",,2016,MATHEY,,,,
B72,BLAIR,,,"Apr 5, 2013 9:47:44 AM",,2016,MATHEY,,,,
112,EDWARDS,,,"Apr 5, 2013 9:50:25 AM",,2016,MATHEY,,,,
506,EDWARDS,,,"Apr 5, 2013 9:51:24 AM",,2016,MATHEY,,,,
508,EDWARDS,,,"Apr 5, 2013 9:51:30 AM",,2016,MATHEY,,,,
B61,BLAIR,,,"Apr 5, 2013 9:56:05 AM",,2016,MATHEY,,,,
B61,BLAIR,,,"Apr 5, 2013 9:56:05 AM",,2016,MATHEY,,,,
313,LITTLE,,,"Apr 5, 2013 9:56:59 AM",,2016,MATHEY,,,,
309,LITTLE,,,"Apr 5, 2013 9:59:01 AM",,2016,MATHEY,,,,
061,BLAIR,,,"Apr 5, 2013 10:01:33 AM",,2016,MATHEY,,,,
061,BLAIR,,,"Apr 5, 2013 10:01:33 AM",,2016,MATHEY,,,,
013,LITTLE,,,"Apr 5, 2013 10:01:46 AM",,2016,MATHEY,,,,
013,LITTLE,,,"Apr 5, 2013 10:01:46 AM",,2016,MATHEY,,,,
013,LITTLE,,,"Apr 5, 2013 10:01:46 AM",,2016,MATHEY,,,,
013,LITTLE,,,"Apr 5, 2013 10:01:46 AM",,2016,MATHEY,,,,
091,BLAIR,,,"Apr 5, 2013 10:07:44 AM",,2016,MATHEY,,,,
091,BLAIR,,,"Apr 5, 2013 10:07:44 AM",,2016,MATHEY,,,,
091,BLAIR,,,"Apr 5, 2013 10:07:44 AM",,2016,MATHEY,,,,
091,BLAIR,,,"Apr 5, 2013 10:07:44 AM",,2016,MATHEY,,,,
042,LITTLE,,,"Apr 5, 2013 10:15:23 AM",,2016,MATHEY,,,,
042,LITTLE,,,"Apr 5, 2013 10:15:24 AM",,2016,MATHEY,,,,
042,LITTLE,,,"Apr 5, 2013 10:15:24 AM",,2016,MATHEY,,,,
042,LITTLE,,,"Apr 5, 2013 10:15:24 AM",,2016,MATHEY,,,,
401,LITTLE,,,"Apr 5, 2013 10:17:12 AM",,2016,MATHEY,,,,
401,LITTLE,,,"Apr 5, 2013 10:17:12 AM",,2016,MATHEY,,,,
401,LITTLE,,,"Apr 5, 2013 10:17:12 AM",,2016,MATHEY,,,,
401,LITTLE,,,"Apr 5, 2013 10:17:12 AM",,2016,MATHEY,,,,
084,BLAIR,,,"Apr 5, 2013 10:22:11 AM",,2016,MATHEY,,,,
084,BLAIR,,,"Apr 5, 2013 10:22:11 AM",,2016,MATHEY,,,,
083,BLAIR,,,"Apr 5, 2013 10:25:54 AM",,2016,MATHEY,,,,
083,BLAIR,,,"Apr 5, 2013 10:25:54 AM",,2016,MATHEY,,,,
083,BLAIR,,,"Apr 5, 2013 10:25:54 AM",,2016,MATHEY,,,,
083,BLAIR,,,"Apr 5, 2013 10:25:54 AM",,2016,MATHEY,,,,
511,EDWARDS,,,"Apr 5, 2013 10:28:22 AM",,2016,MATHEY,,,,
507,EDWARDS,,,"Apr 5, 2013 10:28:28 AM",,2016,MATHEY,,,,
503,EDWARDS,,,"Apr 5, 2013 10:28:54 AM",,2016,MATHEY,,,,
510,EDWARDS,,,"Apr 5, 2013 10:29:24 AM",,2016,MATHEY,,,,
501,EDWARDS,,,"Apr 5, 2013 10:30:54 AM",,2016,MATHEY,,,,
018,LITTLE,,,"Apr 5, 2013 10:35:05 AM",,2016,MATHEY,,,,
018,LITTLE,,,"Apr 5, 2013 10:35:05 AM",,2016,MATHEY,,,,
031,LITTLE,,,"Apr 5, 2013 10:37:48 AM",,2016,MATHEY,,,,
