0603 236	168	114
0603 238	169	115
0603 240	312	14
0603 242	308	228
0603 247	470	58
0603 248	242	174
0603 249	471	59
0603 250	241	173
0603 252	285	209
0603 253	433	54
0603 254	286	210
0603 260	14	13
0603 262	13	12
0603 264	107	20
0603 265	33	27
0603 266	106	19
0603 267	15	14
0603 268	440	55
0603 270	380	44
0603 271	45	36
0603 272	112	22
0603 273	98	74
0603 274	111	21
0603 301	532	81
0603 302	417	20
0603 307	664	73
0603 308	500	342
0603 322	428	52
0603 324	501	343
0603 326	502	344
0603 328	158	108
0603 330	157	107
0603 331	57	36
0603 333	56	35
0603 335	450	318
0603 340	400	18
0603 345	292	215
0603 348	402	296
0603 350	187	129
0603 352	188	130
0603 353	504	72
0603 354	189	131
0603 355	58	37
0603 360	185	127
0603 361	59	38
0603 362	186	128
0603 364	522	79
0603 366	498	70
0603 367	61	4
0603 368	497	69
0603 370	499	71
0603 371	293	216
0603 372	496	68
0603 373	478	335
0603 374	544	84
0603 401	490	339
0603 402	517	349
0603 404	562	368
0603 405	560	366
0603 406	559	365
0603 409	563	369
0603 410	530	357
0603 411	561	367
0603 412	528	355
0603 413	545	362
0603 414	529	356
0603 415	542	361
0603 416	505	346
0603 417	541	360
0603 418	483	337
0603 422	555	364
0603 436	183	126
0603 437	407	300
0603 439	405	298
0603 441	410	303
0603 442	408	301
0603 443	469	332
0603 444	297	220
0603 447	571	373
0603 448	173	117
0619 010	382	33
0619 011	38	3
0619 020	287	22
0619 021	590	93
0619 031	166	11
0619 032	488	49
0619 301	99	7
0619 302	82	52
0619 303	81	51
0619 304	425	51
0619 305	98	64
0619 306	462	57
0619 401	154	27
0619 402	153	105
0619 403	170	116
0619 404	86	55
0619 406	156	106
0619 407	155	10
0627 121	45	4
0627 124	37	35
0627 132	112	14
0627 140	95	9
0627 175	79	1
0627 177	81	7
0627 181	48	6
0627 182	119	19
0627 191	108	12
0627 192	18	18
0627 193	34	2
0627 226	78	72
0627 227	96	86
0627 259	99	89
0627 269	41	38
0627 270	109	95
0627 274	115	97
0627 276	42	39
0627 277	57	51
0627 278	110	96
0627 279	58	52
0627 281	40	3
0627 301	49	43
0627 303	103	91
0627 305	67	61
0627 306	69	63
0627 307	68	62
0627 308	70	64
0627 310	60	54
0627 314	47	42
0627 316	77	71
0627 318	106	93
0627 320	107	94
0627 322	98	88
0627 323	118	98
0627 324	94	85
0627 325	82	74
0627 326	75	69
0627 327	83	75
0627 329	97	87
0627 334	29	29
0627 336	84	76
0627 340	62	56
0627 341	89	81
0627 342	85	77
0627 344	86	78
0627 346	50	44
0627 348	36	34
0627 349	7	7
0627 350	88	80
0627 357	5	5
0627 359	30	30
0627 361	71	65
0627 369	11	11
0627 371	31	31
0627 373	104	1
0627 374	105	92
0627 376	102	90
0627 378	121	99
0627 379	32	32
0627 381	33	1
0627 401	3	3
0627 402	44	41
0627 408	73	67
0627 409	56	50
0627 410	125	102
0627 411	53	47
0627 425	90	82
0627 427	91	83
0627 429	123	100
0627 430	35	33
0627 436	61	55
0627 439	124	101
0627 441	93	84
0627 445	76	70
0627 447	8	8
0627 449	24	24
0627 451	9	9
0627 454	130	105
0627 456	17	17
0627 457	65	59
0627 458	126	103
0627 459	6	6
0627 461	10	10
0627 463	59	53
0627 467	64	58
0627 469	63	57
0627 473	156	2
0627 474	1	1
0627 476	129	104
0627 478	134	108
0627 479	15	15
0627 481	100	10
0631 016	78	7
0631 017	53	18
0631 018	76	42
0631 024	26	8
0631 032	66	1
0631 033	49	15
0631 034	27	16
0636 105	133	19
0636 107	125	14
0636 108	70	62
0636 109	103	91
0636 110	71	63
0636 112	134	20
0636 114	104	12
0636 201	75	66
0636 206	76	67
0636 302	82	72
0636 303	119	106
0636 304	36	35
0636 306	35	34
0636 307	147	33
0636 311	83	73
0636 312	56	51
0636 314	58	5
0668 007	127	109
0668 015	91	80
0668 016	99	87
0668 017	59	53
0668 018	98	11
0668 023	69	61
0668 024	97	86
0668 025	33	32
0668 026	96	85
0668 027	6	5
0668 101	64	57
0668 103	145	31
0668 104	49	44
0668 105	138	24
0668 107	100	88
0668 113	141	27
0668 114	118	105
0668 116	137	23
0668 117	146	32
0668 121	85	75
0668 123	77	9
0668 201	43	3
0668 225	46	41
0668 227	47	42
0668 229	86	10
0668 301	44	4
0669 204	112	99
0669 205	114	101
0669 210	68	60
0669 212	27	26
0669 218	132	18
0669 309	135	21
0669 311	116	103
0669 313	108	95
0669 314	142	28
0669 315	139	25
0669 316	57	52
0669 317	61	55
0669 318	130	16
0669 320	136	22
0669 407	2	1
0669 408	38	37
0670 202	29	28
0670 206	26	25
0670 207	63	56
0670 208	28	27
0670 209	51	46
0670 210	30	29
0670 211	39	38
0670 212	31	30
0670 213	65	58
0670 214	3	2
0670 215	19	18
0670 216	4	3
0670 217	32	31
0671 101	62	6
0671 201	40	2
0671 225	67	7
0671 305	111	98
0671 308	12	11
0671 312	54	49
0671 316	60	54
0671 318	53	48
0671 321	120	107
0671 323	1	1
0672 203A	34	33
0672 203B	8	7
0672 205	22	21
0672 207	21	20
0672 301	23	22
0672 304A	48	43
0672 304B	11	10
0672 306	55	50
0672 309	18	17
0672 311	17	16
0672 401	16	15
0672 402	109	96
0672 403	9	8
0672 404	20	19
0672 405	24	23
0672 406	25	24
0672 407A	42	39
0672 407B	117	104
0673 105	50	45
0673 107	123	108
0673 108	66	59
0673 109	78	68
0673 113	7	6
0673 118	81	71
0673 120	52	47
0673 123	79	69
0673 125	80	70
0673 206	15	14
0673 215	105	92
0673 217	106	93
0673 223	84	74
0673 305	89	78
0673 306	122	13
0673 307	88	77
0673 308	45	40
0673 310	93	82
0673 312	94	83
0673 313	90	79
0673 314	121	2
0673 315	110	97
0673 316	128	4
0673 317	73	65
0673 318	95	84
0673 319	144	30
0673 320	92	81
0673 321	72	64
0674 302	124	3
0674 304	129	5
0674 402	74	8
0674 403	41	1
