0030 511	2	Upperclass	Pub	1	351	No	67	14	116	25
0030 521	2	Upperclass	Pub	2	347	No	48	10	119	26
0030 522	2	Upperclass	Pub	2	360	No	587	92	675	109
0030 601	4	Upperclass	Pub	A	684	No	451	26	414	21
0030 611	3	Upperclass	Pub	1	439	No	526	54	610	66
0030 612	2	Upperclass	Pub	1	266	No	592	94	641	106
0030 613	2	Upperclass	Pub	1	253	No	585	91	612	96
0030 621	3	Upperclass	Pub	2	431	No	601	70	680	86
0030 622	2	Upperclass	Pub	2	265	No	557	86	440	71
0030 623	2	Upperclass	Pub	2	257	No	558	87	495	79
0030 631	3	Upperclass	Pub	3	456	No	473	47	570	56
0030 632	1	Upperclass	Pub	3	148	No	239	171	342	235
0030 633	1	Upperclass	Pub	3	226	No	614	381	728	422
0030 634	1	Upperclass	Pub	3	130	No	294	217	502	340
0040 112	1	Independent	Pub	1	160	No	51	39	11	10
0040 113	1	Independent	Pub	1	168	No	46	37	5	5
0040 114	2	Independent	Pub	1	435	No	17	2	54	6
0040 115	1	Independent	Pub	1	207	No	8	7	35	30
0040 116	1	Independent	Pub	1	191	No	36	29	36	31
0040 121	2	Independent	Prv	2	444	No	97	15	34	5
0040 122	1	Independent	Pub	2	168	No	40	32	62	48
0040 124	2	Independent	Prv	2	438	No	102	17	59	9
0040 125	1	Independent	Pub	2	186	No	27	22	60	46
0040 131	2	Independent	Prv	3	464	No	63	11	126	27
0040 132	1	Independent	Pub	3	177	No	53	41	53	44
0040 133	1	Independent	Pub	3	174	No	9	8	61	47
0040 134	2	Independent	Prv	3	436	No	101	16	77	11
0040 135	1	Independent	Pub	3	145	No	99	75	63	49
0040 141	2	Independent	Pub	4	373	No	116	24	119	24
0040 142	2	Independent	Pub	4	295	No	123	26	120	25
0040 143	1	Upperclass	Pub	4	129	No	525	353	561	373
0040 144	1	Upperclass	Pub	4	192	No	295	218	203	134
0040 211	2	Upperclass	Pub	1	375	No	66	13	39	10
0040 212	1	Independent	Pub	1	148	No	75	53	102	74
0040 213	2	Upperclass	Pub	1	350	No	122	23	127	28
0040 214	1	Independent	Pub	1	146	No	90	68	88	69
0040 221	2	Upperclass	Pub	2	373	No	1	1	9	3
0040 222	1	Upperclass	Pub	2	165	No	181	124	423	294
0040 223	1	Upperclass	Pub	2	176	No	182	125	129	83
0040 224	1	Upperclass	Pub	2	168	No	304	225	128	82
0040 225	1	Upperclass	Pub	2	163	No	329	244	265	177
0040 230	1	Upperclass	Pub	3	82	No	579	377	649	417
0040 232	1	Upperclass	Pub	3	132	No	617	382	600	396
0040 233	1	Upperclass	Pub	3	134	No
0040 234	2	Upperclass	Pub	3	263	No
0040 235	1	Upperclass	Pub	3	157	No
0040 241	1	Upperclass	Pub	4	230	No	210	148	200	131
0040 242	2	Upperclass	Pub	4	237	No	636	101	693	111
0040 243	1	Upperclass	Pub	4	136	No	209	147	201	132
0040 311	1	Upperclass	Pub	1	209	No	100	65	193	127
0040 312	1	Upperclass	Pub	1	210	No	101	66	191	125
0040 313	2	Upperclass	Pub	1	349	No	197	32	92	18
0040 314	3	Upperclass	Pub	1	407	No	681	106	697	96
0040 315	1	Upperclass	Pub	1	166	No	470	321
0040 316	1	Upperclass	Pub	1	169	No	416	291
0040 321	1	Upperclass	Pub	2	213	No	207	145	132	86
0040 322	2	Upperclass	Pub	2	348	No	27	7
0040 323	3	Upperclass	Pub	2	414	No	630	84	699	98
0040 324	1	Upperclass	Pub	2	174	No	277	203	228	150
0040 325	1	Upperclass	Pub	2	169	No	276	202	229	151
0040 332	1	Upperclass	Pub	3	231	No	95	61	90	58
0040 333	3	Upperclass	Pub	3	423	No	629	83	692	94
0040 334	1	Upperclass	Pub	3	177	No	203	142	190	124
0040 335	1	Upperclass	Pub	3	113	No	533	358	634	409
0040 342	2	Upperclass	Pub	4	317	No	94	19	122	27
0040 343	1	Upperclass	Pub	4	228	No	96	62	192	126
0040 344	1	Upperclass	Pub	4	216	No	97	63	152	100
0040 345	4	Upperclass	Pub	4	577	No	456	28	710	67
0040 346	1	Upperclass	Pub	4	101	No	576	375	639	413
0040 411	1	Upperclass	Pub	1	179	No	107	72	178	116
0040 412	1	Upperclass	Pub	1	176	No	373	277	174	112
0040 413	1	Upperclass	Pub	1	178	No	106	71	176	114
0040 414	1	Upperclass	Pub	1	200	No	104	69	177	115
0040 421	1	Upperclass	Pub	2	180	No	139	95	217	143
0040 422	1	Upperclass	Pub	2	171	No	300	223	215	141
0040 423	1	Upperclass	Pub	2	164	No	330	245	216	142
0040 424	1	Upperclass	Pub	2	166	No	301	224	232	154
0040 427	1	Upperclass	Pub	2	167	No	113	76	206	137
0040 428	2	Upperclass	Pub	2	172	No	115	22	214	41
0040 429	1	Upperclass	Pub	2	113	No	114	77	234	156
0040 431	1	Upperclass	Pub	3	175	No	202	141	233	155
0040 432	1	Upperclass	Pub	3	133	No	493	340	566	377
0040 433	1	Upperclass	Pub	3	183	No	200	139	204	135
0040 434	1	Upperclass	Pub	3	152	No	204	143
0040 435	2	Upperclass	Pub	3	247	No	198	33	222	43
0040 436	1	Upperclass	Pub	3	131	No	199	138	100	66
0040 437	1	Upperclass	Pub	3	128	No	511	348	604	399
0040 438	2	Upperclass	Pub	3	239	No	404	47	227	45
0040 439	1	Upperclass	Pub	3	117	No	201	140	235	157
0040 440	1	Upperclass	Pub	4	103	No	574	374	638	412
0040 441	1	Upperclass	Pub	4	115	No	570	372	637	411
0040 441A	1	Upperclass	Pub	4	124	No	569	371	636	410
0040 442	2	Upperclass	Pub	4	428	No	599	95	556	89
0040 443	2	Upperclass	Pub	4	319	No	628	99	682	110
0040 511	4	Upperclass	Prv	1	809	No	85	6	37	5
0040 601	1	Upperclass	Pub	A	188	No	320	236	364	251
0040 602	4	Upperclass	Pub	A	563	No	586	44	665	53
0040 603	1	Upperclass	Pub	A	234	No	225	160	125	80
0040 611	2	Upperclass	Pub	1	349	No	108	20	96	19
0040 612	1	Upperclass	Pub	1	176	No	305	226	99	65
0040 613	1	Upperclass	Pub	1	204	No	110	74	95	62
0040 614	3	Upperclass	Pub	1	402	No	686	109	701	99
0040 615	1	Upperclass	Pub	1	156	No	356	265	97	63
0040 616	1	Upperclass	Pub	1	196	No	269	195	94	61
0040 617	1	Upperclass	Pub	1	199	No	109	73	98	64
0040 621	2	Upperclass	Pub	2	353	No	41	9	32	9
0040 622	1	Upperclass	Pub	2	166	No	244	176
0040 623	1	Upperclass	Pub	2	205	No	105	70	33	17
0040 624	1	Upperclass	Pub	2	178	No	176	120	131	85
0040 625	1	Upperclass	Pub	2	194	No	240	172	74	47
0040 626	1	Upperclass	Pub	2	125	No	509	347	619	403
0040 630	1	Upperclass	Pub	3	121	No	568	370	590	389
0040 631	1	Upperclass	Pub	3	84	No	648	416
0040 631A	1	Upperclass	Pub	3	88	No	647	415
0040 632	1	Upperclass	Pub	3	194	No	238	170	130	84
0040 633	1	Upperclass	Pub	3	215	No	103	68	75	48
0040 634	1	Upperclass	Pub	3	215	No	102	67	73	46
0040 641	4	Upperclass	Pub	4	588	No	600	51	671	57
0040 643	1	Upperclass	Pub	4	149	No	455	321	507	343
0040 701	1	Upperclass	Pub	A	162	No	420	306	369	255
0040 702	1	Upperclass	Pub	A	161	No	371	257
0040 703	1	Upperclass	Pub	A	155	No	409	302	370	256
0040 704	2	Upperclass	Pub	A	399	No	688	107	709	114
0040 705	1	Upperclass	Pub	A	168	No	406	299	372	258
0040 711	1	Upperclass	Pub	1	168	No	230	164	310	206
0040 712	1	Upperclass	Pub	1	164	No	231	165	312	208
0040 713	1	Upperclass	Pub	1	171	No	228	162	311	207
0040 714	1	Upperclass	Pub	1	170	No	229	163	211	140
0040 715	1	Upperclass	Pub	1	165	No	233	167	313	209
0040 716	1	Upperclass	Pub	1	149	No	232	166	480	329
0040 717	1	Upperclass	Pub	1	167	No	309	229	317	213
0040 718	3	Upperclass	Pub	1	389	No	682	107	702	100
0040 719	1	Upperclass	Pub	1	165	No	310	230	314	210
0040 721	1	Upperclass	Pub	2	177	No	43	27	67	42
0040 722	1	Upperclass	Pub	2	164	No	42	26	365	252
0040 724	1	Upperclass	Pub	2	131	No	563	374
0040 725	1	Upperclass	Pub	2	133	No	555	370
0040 727	1	Upperclass	Pub	2	155	No	307	227	135	87
0040 728	3	Upperclass	Pub	2	446	No	635	86	635	69
0040 731	1	Upperclass	Pub	3	177	No	296	219	315	211
0040 732	1	Upperclass	Pub	3	144	No	379	282	316	212
0040 733	1	Upperclass	Pub	3	145	No	378	281	482	330
0040 734	2	Upperclass	Pub	3	252	No	51	11	706	113
0040 735	1	Upperclass	Pub	3	251	No	52	33	727	421
0040 741	1	Upperclass	Pub	4	183	No	318	235	366	253
0040 742	1	Upperclass	Pub	4	156	No	411	304	471	322
0040 743	1	Upperclass	Pub	4	137	No	412	305	557	371
0042 101	2	Upperclass	Prv	A	434	No	361	43	197	39
0042 102	1	Upperclass	Pub	A	204	No	333	246	198	130
0042 111	3	Upperclass	Pub	1	401	No	645	91	583	59
0042 112	1	Upperclass	Pub	1	148	No	392	291
0042 113	1	Upperclass	Pub	1	173	No	393	292
0042 114	3	Upperclass	Pub	1	441	No	644	90	581	58
0042 121	3	Upperclass	Pub	2	414	No	550	59	161	9
0042 122	1	Upperclass	Pub	2	151	No	395	294	448	304
0042 123	1	Upperclass	Pub	2	171	No	368	274	224	148
0042 124	3	Upperclass	Pub	2	454	No	366	31	606	64
0042 131	3	Upperclass	Pub	3	400	No	665	99	679	85
0042 132	1	Upperclass	Pub	3	152	No	377	280	447	303
0042 133	4	Upperclass	Pub	3	525	No	597	49	607	43
0042 201	1	Upperclass	Pub	A	146	No	477	334	145	95
0042 202	2	Upperclass	Pub	A	370	No	214	35	143	31
0042 203	3	Upperclass	Pub	A	463	No	492	50	144	8
0042 204	1	Upperclass	Pub	A	179	No	216	153	141	93
0042 205	1	Upperclass	Pub	A	167	No	215	152	142	94
0042 211	3	Upperclass	Pub	1	397	No	626	82	708	103
0042 213	1	Upperclass	Pub	1	168	No	265	193	449	305
0042 215	1	Upperclass	Pub	1	166	No	394	293	450	306
0042 221	3	Upperclass	Pub	2	430	No	618	77	646	71
0042 222	4	Upperclass	Pub	2	545	No	596	48	160	11
0042 301	1	Upperclass	Pub	A	174	No	280	205	397	279
0042 302	1	Upperclass	Pub	A	188	No	281	206	398	280
0042 303	1	Upperclass	Pub	A	185	No	282	207	401	283
0042 304	3	Upperclass	Pub	A	431	No	604	73	661	77
0042 306	1	Upperclass	Pub	A	168	No	374	278	400	282
0042 307	1	Upperclass	Pub	A	164	No	375	279	399	281
0042 308	1	Upperclass	Pub	A	166	No	283	208	478	327
0042 311	3	Upperclass	Pub	1	414	No	672	81
0042 312	3	Upperclass	Pub	1	453	No	548	58	417	35
0042 313	1	Upperclass	Pub	1	173	No	263	191	205	136
0042 314	1	Upperclass	Pub	1	170	No	264	192	149	97
0042 315	2	Upperclass	Pub	1	351	No	162	29	147	33
0042 316	2	Upperclass	Pub	1	382	No	673	105	13	4
0042 317	2	Upperclass	Pub	1	376	No	26	6
0042 318	1	Upperclass	Pub	1	211	No	163	110	25	16
0042 321	2	Upperclass	Pub	2	411	No	648	102	14	5
0042 322	3	Upperclass	Pub	2	437	No	487	48	605	63
0042 323	1	Upperclass	Pub	2	168	No	369	275	223	147
0042 324	1	Upperclass	Pub	2	174	No	367	273	148	96
0042 325	2	Upperclass	Pub	2	350	No	161	28	146	32
0042 326	3	Upperclass	Pub	2	386	No	668	101	713	104
0042 327	1	Upperclass	Pub	2	112	No	546	363	602	398
0042 328	1	Upperclass	Pub	2	133	No	527	355
0042 329	1	Upperclass	Pub	2	119	No	486	338	601	397
0042 329A	1	Upperclass	Pub	2	123	No	582	385
0042 331	4	Upperclass	Pub	3	638	No	132	11	446	27
0042 332	1	Upperclass	Pub	3	184	No	364	271	195	129
0042 333	1	Upperclass	Pub	3	188	No	365	272	194	128
0042 334	1	Upperclass	Pub	3	198	No	260	189	151	99
0042 335	1	Upperclass	Pub	3	190	No	133	89	150	98
0042 341	4	Upperclass	Pub	4	603	No	376	17	412	20
0043 101	1	Independent	Pub	A	165	No	100	76	31	27
0043 102	1	Independent	Pub	A	197	No	28	23	30	26
0043 103	1	Independent	Pub	A	202	No	10	9	27	24
0043 104	2	Upperclass	Prv	A	595	No
0043 111	3	Independent	Pub	1	388	No	119	7	122	12
0043 112	3	Independent	Pub	1	395	No	127	13	121	11
0043 113	4	Independent	Pub	1	519	No	115	8	115	8
0043 114	4	Upperclass	Pub	1	519	No	598	50	643	46
0043 115	1	Independent	Pub	1	238	No	72	50	64	50
0043 116	1	Independent	Pub	1	210	No	87	65	76	61
0043 121	2	Upperclass	Pub	2	313	No	77	17	171	37
0043 122	3	Upperclass	Pub	2	392	No	672	103	632	68
0043 123	4	Upperclass	Pub	2	523	No	593	46	458	28
0043 124	4	Upperclass	Pub	2	518	No	594	47	742	85
0043 125	1	Upperclass	Pub	2	238	No	5	4
0043 131	1	Upperclass	Pub	3	139	No	344	256	559	372
0043 132	1	Upperclass	Pub	3	176	No	339	252	382	266
0043 133	4	Upperclass	Pub	3	524	No	572	40	489	31
0043 134	3	Upperclass	Pub	3	473	No	371	32	528	47
0043 136	1	Upperclass	Pub	3	142	No	379	263
0043 137	1	Upperclass	Pub	3	137	No	496	337
0043 141	4	Upperclass	Pub	4	642	No	370	16	429	24
0043 151	3	Upperclass	Pub	5	406	No	654	95	360	30
0043 201	1	Upperclass	Pub	A	182	No	248	180	373	259
0043 202	1	Upperclass	Pub	A	187	No	247	179	362	249
0043 203	1	Upperclass	Pub	A	209	No	16	10	320	216
0043 204	1	Upperclass	Pub	A	213	No	15	9	296	200
0043 205	1	Upperclass	Pub	A	198	No	14	8	336	229
0043 206	1	Upperclass	Pub	A	193	No	12	6	351	242
0043 207	1	Upperclass	Pub	A	193	No	18	11	347	239
0043 211	1	Upperclass	Pub	1	175	No	249	181	361	248
0043 212	3	Upperclass	Pub	1	401	No	666	100	718	107
0043 214	1	Upperclass	Pub	1	162	No	445	313	358	246
0043 215	2	Upperclass	Pub	1	366	No	106	22
0043 216	2	Upperclass	Pub	1	363	No	17	3	102	21
0043 217	2	Upperclass	Pub	1	392	No	689	108	101	20
0043 218	1	Upperclass	Pub	1	165	No	13	7	403	284
0043 220	1	Upperclass	Pub	2	179	No	334	247	356	244
0043 221	1	Upperclass	Pub	2	133	No	446	314	479	328
0043 222	1	Upperclass	Pub	2	93	No	652	418
0043 222A	1	Upperclass	Pub	2	139	No	447	315	508	344
0043 223	1	Upperclass	Pub	2	133	No	459	323	565	376
0043 224	1	Upperclass	Pub	2	167	No	335	248	359	247
0043 225	2	Upperclass	Pub	2	370	No	29	8	58	12
0043 226	3	Upperclass	Pub	2	490	No	259	18	404	33
0043 227	1	Upperclass	Pub	2	110	No	621	404
0043 228	1	Upperclass	Pub	2	106	No	631	408
0043 229	1	Upperclass	Pub	2	166	No	338	251	357	245
0043 230	1	Upperclass	Pub	3	143	No	378	262
0043 231	1	Upperclass	Pub	3	144	No	380	264
0043 232	3	Upperclass	Pub	3	454	No	567	65	415	34
0043 233	1	Upperclass	Pub	3	194	No	321	237	318	214
0043 234	3	Upperclass	Pub	3	436	No	603	72	560	53
0043 235	1	Upperclass	Pub	3	164	No	336	249	381	265
0043 236	1	Upperclass	Pub	3	181	No	337	250	346	238
0043 301	1	Upperclass	Pub	A	216	No	257	188	281	187
0043 302	3	Upperclass	Prv	A	436	No	430	42	729	111
0043 311	3	Upperclass	Pub	1	407	No	580	57
0043 312	1	Upperclass	Pub	1	196	No	246	178	341	234
0043 313	1	Upperclass	Pub	1	194	No	245	177	248	166
0043 314	3	Upperclass	Pub	1	431	No	551	60	509	44
0043 321	3	Upperclass	Pub	2	457	No	553	61	474	42
0043 323	1	Upperclass	Pub	2	113	No	519	351	579	384
0043 324	3	Upperclass	Pub	2	461	No	444	46	355	29
0043 331	4	Upperclass	Pub	3	525	No	580	43	593	42
0043 332	1	Upperclass	Pub	3	120	No	527	354	595	391
0043 333	3	Upperclass	Pub	3	402	No	669	102	594	62
0047 101	3	Upperclass	Pub	A	444	No	416	38	586	60
0047 102	2	Upperclass	Pub	A	335	No	537	82	587	93
0047 103	1	Upperclass	Pub	A	155	No	431	311	460	313
0047 104	3	Upperclass	Pub	A	404	No	432	43	683	87
0047 105	1	Upperclass	Pub	A	142	No	469	320
0047 111	1	Upperclass	Pub	1	122	No	211	149	85	53
0047 112	2	Upperclass	Pub	1	402	No	667	103	83	17
0047 113	1	Upperclass	Pub	1	194	No	212	150	84	52
0047 114	1	Upperclass	Pub	1	191	No	213	151	396	278
0047 115	2	Upperclass	Pub	1	380	No	685	106	57	11
0047 116	1	Upperclass	Pub	1	183	No	355	264	56	35
0047 117	2	Upperclass	Pub	1	370	No	385	45	492	78
0047 118	3	Upperclass	Pub	1	427	No	419	39	666	79
0047 119	2	Upperclass	Pub	1	337	No	418	50	603	94
0047 121	1	Upperclass	Pub	2	122	No	222	159	59	36
0047 122	4	Upperclass	Pub	2	503	No	643	63	644	47
0047 123	4	Upperclass	Pub	2	502	No	608	53	740	83
0047 124	2	Upperclass	Pub	2	336	No	531	80	622	100
0047 125	4	Upperclass	Pub	2	498	No	126	10	650	48
0047 126	1	Upperclass	Pub	2	167	No	350	260	463	315
0047 131	4	Upperclass	Pub	3	482	No	506	31	472	29
0047 132	1	Upperclass	Pub	3	219	No	235	168	121	77
0047 133	3	Upperclass	Pub	3	415	No	609	74	690	93
0047 141	4	Upperclass	Pub	4	799	No	647	64	730	75
0047 201	1	Upperclass	Pub	A	173	No	386	286	457	311
0047 202	2	Upperclass	Pub	A	375	No	510	74	226	44
0047 203	2	Upperclass	Pub	A	345	No	512	75	653	108
0047 212	3	Upperclass	Pub	1	378	No	663	98	722	108
0047 213	1	Upperclass	Pub	1	144	No	388	288	436	297
0047 214	1	Upperclass	Pub	1	153	No	387	287	435	296
0047 215	2	Upperclass	Pub	1	349	No	514	77	517	80
0047 221	2	Upperclass	Pub	2	331	No	343	40	633	105
0047 222	1	Upperclass	Pub	2	87	No	524	352	660	419
0047 222A	1	Upperclass	Pub	2	92	No	582	378	640	414
0047 223	1	Upperclass	Pub	2	157	No	351	261	363	250
0047 223A	1	Upperclass	Pub	2	129	No	510	345
0047 224	1	Upperclass	Pub	2	148	No	390	290	432	295
0047 225	1	Upperclass	Pub	2	145	No	439	298
0047 226	1	Upperclass	Pub	2	139	No	441	299
0047 232	1	Upperclass	Pub	3	139	No	460	324	493	335
0047 233	1	Upperclass	Pub	3	174	No	340	253	406	286
0047 234	1	Upperclass	Pub	3	156	No	341	254	407	287
0047 235	1	Upperclass	Pub	3	176	No	342	255	405	285
0047 301	4	Upperclass	Prv	A	556	No	523	34	433	26
0047 311	2	Upperclass	Pub	1	363	No	513	76	236	46
0047 312	2	Upperclass	Pub	1	355	No	141	24	133	29
0047 313	2	Upperclass	Pub	1	364	No	184	31	134	30
0047 314	1	Upperclass	Pub	1	185	No	140	96	257	171
0047 321	1	Upperclass	Pub	2	128	No	381	283	442	300
0047 322	2	Upperclass	Pub	2	296	No	19	4	76	15
0047 323	1	Upperclass	Pub	2	190	No	650	384	723	420
0047 324	2	Upperclass	Pub	2	246	No	20	5	438	70
0047 325	1	Upperclass	Pub	2	160	No
0047 331	4	Upperclass	Pub	3	686	No	552	38	659	50
0047 332	1	Upperclass	Pub	3	119	No	468	331	535	358
0047 333	1	Upperclass	Pub	3	144	No	389	289	109	70
0047 334	1	Upperclass	Pub	3	142	No	461	325
0047 335	1	Upperclass	Pub	3	158	No	227	161	453	308
0047 401	1	Upperclass	Pub	A	154	No	514	348
0047 402	1	Upperclass	Pub	A	186	No	360	268	309	205
0047 403	3	Upperclass	Pub	A	414	No	658	96	696	95
0047 404	1	Upperclass	Pub	A	190	No	325	240	93	60
0047 405	1	Upperclass	Pub	A	196	No	191	133	300	203
0047 411	3	Upperclass	Pub	1	839	No	28	2	30	2
0047 413	3	Upperclass	Pub	1	459	No	391	34	254	18
0047 421	2	Upperclass	Pub	2	351	No	627	98	31	8
0047 431	2	Upperclass	Pub	3	330	No	226	37	108	23
0047 441	2	Upperclass	Pub	4	372	No	27	7	182	38
0047 511	3	Upperclass	Pub	1	436	No	234	14	725	109
0047 512	2	Upperclass	Pub	1	377	No	419	65
0047 513	2	Upperclass	Pub	1	364	No	115	24
0047 521	3	Upperclass	Pub	2	440	No	279	21	726	110
0047 522	2	Upperclass	Pub	2	357	No	482	63	424	66
0047 523	2	Upperclass	Pub	2	361	No	91	18	157	34
0047 531	5	Upperclass	Pub	3	768	No	612	2	513	2
0047 532	1	Upperclass	Pub	3	127	No	518	350	504	342
0047 533	1	Upperclass	Pub	3	150	No	490	334
0047 612	2	Upperclass	Pub	1	349	No	489	66	526	83
0047 613	1	Upperclass	Pub	1	155	No
0047 614	2	Upperclass	Prv	1	380	No	507	73	491	77
0047 615	1	Upperclass	Pub	1	187	No	236	169	322	218
0047 616	3	Upperclass	Pub	1	409	No	640	89	686	90
0047 617	3	Upperclass	Pub	1	485	No	435	45	737	112
0047 618	1	Upperclass	Pub	1	175	No	353	262
0047 621	2	Upperclass	Pub	2	381	No	352	42	437	69
0047 622	1	Upperclass	Pub	2	181	No	262	190	252	169
0047 623	2	Upperclass	Pub	2	430	No	223	36	255	48
0047 624	1	Upperclass	Pub	2	191	No	174	118	253	170
0047 625	3	Upperclass	Pub	2	395	No	684	108	715	105
0047 626	1	Upperclass	Pub	2	190	No	175	119	246	164
0047 627	2	Upperclass	Pub	2	437	No	261	38	303	54
0047 631	3	Upperclass	Pub	3	444	No	675	104	678	84
0047 632	4	Upperclass	Pub	3	621	No	683	80	739	82
0047 633	2	Upperclass	Pub	3	409	No	332	39	301	53
0049 101	1	Upperclass	Pub	A	234	No	399	295	465	317
0049 102	1	Upperclass	Pub	A	111	No	383	284	323	219
0049 103	2	Upperclass	Pub	A	380	No	671	104	724	115
0049 104	1	Upperclass	Pub	A	166	No	448	316	466	318
0049 111	1	Upperclass	Pub	1	238	No	180	123	410	290
0049 112	1	Upperclass	Pub	1	112	No	179	122	321	217
0049 113	3	Upperclass	Pub	1	377	No	677	105	705	102
0049 114	1	Upperclass	Pub	1	173	No	177	121	409	289
0049 121	2	Upperclass	Pub	2	384	No	607	97	645	107
0049 201	2	Independent	Pub	A	338	No	118	25	110	23
0049 211	1	Independent	Pub	1	179	No	96	73	104	75
0049 212	1	Independent	Pub	1	199	No	88	66	84	66
0049 213	3	Independent	Pub	1	450	No	120	8	114	7
0049 214	3	Independent	Pub	1	434	No	125	11	118	10
0049 221	1	Independent	Pub	2	188	No	48	40
0049 222	1	Independent	Pub	2	189	No	1	1	47	39
0049 223	3	Independent	Pub	2	440	No	109	6	116	8
0049 224	1	Independent	Pub	2	206	No	2	2	24	22
0049 225	1	Independent	Pub	2	194	No	7	6	23	21
0049 231	4	Independent	Pub	3	686	No	24	1	38	1
0049 232	4	Independent	Pub	3	722	No	113	7	127	10
0049 241	2	Independent	Pub	4	562	No	18	3	87	12
0049 242	2	Independent	Pub	4	420	No	98	17
0049 301	1	Independent	Pub	A	172	No	65	44	51	43
0049 302	1	Independent	Pub	A	216	No	43	35	33	29
0049 303	1	Independent	Pub	A	200	No	47	38	28	25
0049 304	1	Independent	Pub	A	181	No	54	42	45	37
0049 311	3	Upperclass	Pub	1	400	No	662	97	688	91
0049 312	1	Upperclass	Pub	1	178	No	288	211	332	226
0049 313	1	Upperclass	Pub	1	174	No	362	269	331	225
0049 315	1	Upperclass	Pub	1	177	No	289	212	333	227
0049 321	3	Independent	Pub	2	396	No	126	12	123	13
0049 322	1	Independent	Pub	2	181	No	16	15	50	42
0049 323	1	Independent	Pub	2	179	No	25	20	49	41
0049 324	1	Independent	Pub	2	177	No	32	26	57	45
0049 325	1	Independent	Pub	2	146	No	110	78	108	77
0049 331	1	Upperclass	Pub	3	170	No	495	341	459	312
0049 332	1	Upperclass	Pub	3	165	No	519	351
0049 401	1	Upperclass	Pub	A	219	Yes	196	137	209	139
0049 402	1	Upperclass	Pub	A	249	Yes	195	136	208	138
0049 411	1	Upperclass	Pub	1	182	Yes	354	263	334	228
0049 412	1	Upperclass	Pub	1	168	Yes	363	270	461	314
0049 413	1	Upperclass	Pub	1	198	Yes	194	135	298	202
0049 421	2	Upperclass	Pub	2	302	Yes	491	67	462	74
0049 422	1	Upperclass	Pub	2	90	No	578	376	520	352
0049 423	2	Upperclass	Pub	2	350	Yes	474	60	518	81
0049 431	2	Upperclass	Pub	3	283	Yes	584	90	623	101
0049 432	2	Upperclass	Pub	3	248	Yes	738	116
0049 433	1	Upperclass	Pub	3	122	No
0053 111	1	Independent	Pub	1	170	No	78	56	79	63
0053 112	1	Independent	Pub	1	204	No	66	45	68	53
0053 113	1	Independent	Pub	1	180	No	73	51	78	62
0053 121	1	Independent	Pub	2	173	No	79	57	81	65
0053 123	4	Independent	Pub	2	503	No	124	10	125	9
0053 124	1	Upperclass	Pub	2	174	No	138	94	269	179
0053 125	1	Upperclass	Pub	2	179	No	137	93	156	103
0053 126	1	Independent	Pub	2	165	No	81	59	91	71
0053 131	1	Independent	Pub	3	184	No	67	46	66	52
0053 132	2	Independent	Pub	3	318	No	69	13	67	10
0053 133	1	Independent	Pub	3	233	No	82	60	107	76
0053 134	1	Independent	Pub	3	172	No	76	54	74	59
0053 135	1	Independent	Pub	3	131	No	80	58	93	73
0053 136	1	Independent	Pub	3	166	No	77	55	92	72
0053 141	2	Upperclass	Pub	4	378	No	485	65	307	56
0053 142	1	Upperclass	Pub	4	165	No	160	109	266	178
0053 143	1	Upperclass	Pub	4	185	No	121	81	185	121
0053 211	1	Independent	Pub	1	176	No	74	52	80	64
0053 212	1	Independent	Pub	1	205	No	68	47	65	51
0053 213	2	Independent	Pub	1	252	No	3	1	124	26
0053 214	1	Independent	Pub	1	234	No	5	4	6	6
0053 221	1	Upperclass	Pub	2	176	No	84	54	173	111
0053 222	1	Upperclass	Pub	2	178	No	83	53	175	113
0053 223	1	Upperclass	Pub	2	169	No	131	88	262	175
0053 224	1	Upperclass	Pub	2	175	No	129	86	261	174
0053 225	1	Upperclass	Pub	2	177	No	130	87	154	102
0053 226	3	Upperclass	Pub	2	433	No	494	51	651	72
0053 227	1	Upperclass	Pub	2	185	No	111	75	153	101
0053 228	1	Upperclass	Pub	2	196	No	74	47
0053 231	1	Upperclass	Pub	3	182	No	46	30	61	38
0053 232	1	Upperclass	Pub	3	128	No	357	266	350	241
0053 233	1	Upperclass	Pub	3	140	No	45	29	62	39
0053 234	1	Upperclass	Pub	3	156	No	135	91	239	160
0053 235	1	Upperclass	Pub	3	149	No	136	92	260	173
0053 236	4	Upperclass	Pub	3	521	No	655	67	712	69
0053 237	2	Upperclass	Pub	3	449	No	54	12	64	13
0053 241	1	Upperclass	Pub	4	216	No	21	12	41	22
0053 242	1	Upperclass	Pub	4	157	No	348	240
0053 243	1	Upperclass	Pub	4	214	No	9	3	53	33
0053 244	2	Upperclass	Pub	4	342	No	633	100	345	58
0053 311	3	Upperclass	Pub	1	396	No	619	78	662	78
0053 312	1	Upperclass	Pub	1	172	No	128	85	189	123
0053 313	1	Upperclass	Pub	1	176	No	127	84	230	152
0053 314	3	Upperclass	Pub	1	394	No	620	79	588	61
0053 321	3	Upperclass	Pub	2	393	No	638	87	550	51
0053 322	1	Upperclass	Pub	2	175	No	134	90	137	89
0053 323	1	Upperclass	Pub	2	175	No	165	112	187	122
0053 324	3	Upperclass	Pub	2	389	No	589	69	552	52
0053 332	1	Upperclass	Pub	3	185	No	164	111	138	90
0053 333	1	Upperclass	Pub	3	138	No	140	92
0053 334	1	Upperclass	Pub	3	124	No	358	267	487	332
